,int_pol,mil_kli,kul_rel,sta_tek,kon_kon,fam_id,other,igno,par_txt,article_id,gender
11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"netop fagbevægelsen skulle i tide have vejledt sf og s mod kollisionen mellem politikken og lønarbejdernes forventninger, men det beklagelige er, at den gør nærmest det modsatte.",7733.0,male
12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"men spørgsmålet er ude af de græske hænder. i sidste ende, som thomsen antyder i udskriften, kan kun kommissionen og frem for alt den tyske regering beslutte, om man vil honorere vilkårene i den aftale, man indgik for at redde grækenland i juli sidste år.",327.0,male
13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"at man i dag diskuterer, hvorvidt unge mennesker kan skelne mellem fiktionen og virkeligheden ? hvad de fleste naturligvis kan ? gør det ikke ud for en forpligtet kritik af fiktionen som værktøj og blot som et aspekt af den hele virkelighed. den kritik er nærmest forstummet. og den søger slet ikke at forfægte sit udgangspunkt i den nødvendigt lokale og personlige verden med ?dens langsommere, mere tilvante, regelmæssigt flydende rytme?.",20930.0,male
14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"	verden bør hæfte sig ved, at netanyahu netop ikke har beordret et stop, men kun en udsættelse af planerne for byggeaktiviteten, akkurat som han efter amerikansk pres i juli gik med til at genoptage forhandlingerne med palæstinenserne (når obama nu så gerne ville have det), men omhyggeligt undlod at binde sig til det endelige mål: to stater til de to folk. han sagde kun ja til at forhandle, ikke til at skrive under. det er ligeledes sigende for netanyahus respekt for sin umiddelbare modpart, at han reelt forhandler med amerikanerne om en fredsaftale med palæstinenserne.",4913.0,male
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0," det er åbenlyst, at helle thorning-schmidts regering ifølge danskerne er kommet endog meget dårligt fra start. meningsmålingerne taler deres eget klare sprog. men er helle thorning-schmidt i virkeligheden så dårlig en statsminister, som målingerne indikerer?",6935.0,male
16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"ved dannelsen af den ny tyske regering for nyligt var der et par 'outsidere' med. eller 'indstigere', som de siger på tysk, 'einsteiger' - det er det samme, bare set fra den anden vinkel. men altså folk udenfor politik, som kommer ind for at forfriske, for at tilføje det - har som alle andre steder - sammenspiste politiske miljø nyt derudefra. fra livet.",26901.0,female
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,e-mail *,11052.0,female
18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, anmelder giver hele fem injektionssprøjter til skejby sygehus for god behandling,23660.0,male
19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0," så christiania er lidt ligesom libyen, en fejlslagen stat?",1246.0,male
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,oversat af birgit ibsen.,28129.0,male
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,de 5 artikler i har brugt mest tid på,381.0,male
22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,foghs elendige eksempel,22126.0,male
23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	lederen knytter ekstra bladets og tv 2s dækning af gidselsagen sammen, og på den måde antager avisen, at de to medier har gjort det samme. det er på ingen måde tilfældet. tværtimod.",5793.0,male
24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"men når folk drikker sig fulde og slår løs på hinanden, skal det samme apparat så også stå gratis til rådighed? er det rimeligt at læge og ambulance kører rundt om natten for noget som en almindelig personbil kunne klare, hvis den altså havde været der?",20837.0,male
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,påstande om en myte-dræber-debatbog kræver betydelig bedre argumenter - eller måske et bedre referat af bogen - end der præsteres.,27893.0,female
26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0," i en artikel i information den 11. januar 2010 skriver journalist mette klingsey, at aarhus universitet i 2006 fyrede professor helmuth nyborg, bl.a. fordi han i pressen blev beskyldt for at være sexistisk. nyborg anfører i artiklen, at han har været udsat for berufsverbot og heksejagt fra aarhus universitet.",12492.0,all male
27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"hermed mener han ikke, at danskerne mangler ting at beskæftige sig med, men at mange føler, de mangler en dybere meningsfylde med det liv, de lever. før i tiden var det meningsfuldt at kæmpe for et bedre liv i materiel forstand, men det mål er i vid udstrækning nået. de har ramt muren eksistentielt set. og for mig at se er det ikke så meget et individuelt problem, som det er et kulturelt fænomen.",6781.0,male
28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"noget måtte gøres, og derfor trak partileder kaczynski kandidaten duda op af hatten for et halvt år siden, så duda kunne jagte de mere moderate midtervælgere forud for parlamentsvalget i polen til oktober. det kunne give kaczynski en mere realistisk chance for at manøvrere sig tilbage til posten som regeringsleder.",1671.0,male
29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0," »for to år siden talte alle om klima. men det er, som om det er glemt i diskussionen om de økonomiske 2020-planer. både regeringen, s og sf opererer med høj økonomisk vækst fremover. ... lige nu begynder og slutter alle indlæg i den politiske debat med ordet vækst. vækst ses som alle andre politikområders forudsætning. ingen vækst, ingen velfærd, lyder det f.eks. de to begrebers sammenhæng synes næsten at være et videnskabeligt faktum. ... men det er svært at se, hvordan det kan ske uden en voldsom belastning af miljø og mennesker. det bekymrer os. ... i stedet for mere forbrug ønsker vi kortere arbejdstid og et mindre stresset arbejdsliv.«",9631.0,male
30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,men den øverste (og sidste) hovedoverskrift fik mig godt nok op af stolen: kørte på knallert over storebælt.,19085.0,male
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"ganske vist rumles der i eu med, at moms fra 2015 skal betales i det land, kunden bor i, men mange eksperter betvivler, at det vil komme til at gælde for digitale varer. det er alt for let at overskride landegrænser digitalt.",6401.0,female
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*rapporten kan i sin helhed findes på internetadressen www.fremtidensdanskfag.u-net.dk/,20670.0,male
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"i mellemkrigstiden blev denne model imidlertid forældet og kom i krise, og i 1930erne blev den udskiftet med den anden epoke, der var centreret omkring den store industrielle fabrik. fabrikkens dominerende figur var den heroiske direktør, der ledede ved hjælp af sine mange ansatte. denne organisering havde sin legitimitet, fordi den sikrede karrieremuligheder og hvilede på et meritokrati, der belønnede de ansattes kompetencer.",6996.0,male
34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"endvidere kræver såvel sharon som den nye forsvarsminister fra arbejderpartiet, at palæstinenserne skal indstille volden, før der kan forhandles. optællinger i lighuse og på hospitaler fortæller ellers tydeligt, at vold mest udøves fra israelsk side.",23134.0,male
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,tænke frem,18333.0,male
36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0," formanden for eu-kommissionen, josé manuel barroso, har tre børn. luis, guilherme og francisco.",13086.0,female
37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"et andet dilemma, som usa (og måske resten af nato) må forholde sig til, er, om det overhovedet er muligt at føre en »begrænset« krig i irak, sådan som obama lover.",3364.0,female
38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"alle vigtige broer, veje, jernbaner, lufthavne, kraftværker, fabrikker, olie-, gas- og vandledninger og (tele)kommunikation er smadret. titusinder af huse og bygninger er ødelagt eller beskadiget. landbrug og fiskeri og naturmiljøet er ødelagt af kemisk forurening, uranholdige bomber og ueksploderede anti-personel-klyngebomber. under sådanne forhold vil titusinder af albanske flygtninge aldrig vende tilbage, selv om kosovo så skulle blive medlem af nato i næste måned.",26082.0,male
39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"jeg er flere gange blevet spurgt, hvordan fordelingen i min søns klasse er. nogle gange spiller jeg dum og svarer, at fordelingen af drenge og piger vist er ret lige. men det er ikke lige dén fordeling, der optager folk",7135.0,female
40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	jeg var kortvarigt far en dag. for en kat. allerede et par minutter efter, jeg var kommet hjem fra dyrlægen, holdt det op.",3749.0,male
41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,så kom det da. midt i feriens agurketid og uden at vække større debat. socialdemokratiets forslag til ny universitetslov med en omdannelse af de højere læreanstalter til virksomheder med eksternt dominerede bestyrelser og ansatte ledere fra rektor til institutbestyrere.,22574.0,male
42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"men det teoretiske gadekryds har fundet en anden begejstret målgruppe: smarte fremtidsforskere taler om de flydende værdier, om ideologisk og intellektuel shopping, om at systemerne er døde osv.",27110.0,male
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"ekkoet af sulamits fagre ansigt og bryster i kap. 4 finder vi i kap. 7, der forstærker hendes symbiose med kongelandet:",27604.0,male
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"men fløjene går på tværs af klassiske partiskel. på den sociale fløj finder vi således et venstre-byrådsmedlem fra næstved, mens jonas bjørn er i konflikt med partifællen mette reismann, der har meldt ud, at »pengene har det bedst i medlemmernes lommer«. venstrefløjsadvokaten knud foldschack har forbindelser til folkene omkring dansk aktionærforening og har endnu ikke meldt ud, hvor han står, og han har endnu ikke underskrevet erklæringen om at bevare trygfonden, som den sociale fløj har udsendt til alle kandidater.",2340.0,all male
45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"falder som den milde regn fra himlen. her skal den vakse ved ikke havelågen, men bibelbogen komme i tanke om matthæusevangeliet kapitel 5, vers 43 og følgende, også kaldet bjergprædikenen (gud ved for resten, hvad jesus i overensstemmelse med præsteforeningens overenskomst med kirkeministeriet tog i overtidsbetaling for at fyre så lang en prædiken af?). men hos shakespeare som hos jesus behøver man ikke at være vaks ved noget som helst. jesus siger oven i købet, at hvad der betyder os noget her på jorden er skjult for de vise og forstandige og kun åbenbaret de umyndige. solen står med bonden op, slet ikke med de lærde, gentages det hos grundtvig, ja, det er kun de fattige (også de fattige i ånden) der skal arve guds rige og de sagtmodige, som ikke kræver økonomisk vækst, der skal arve jorden. siger jesus. og i dag klimaforskerne og de øvrige naturvidenskabsfolk, der advarer mod vores overforbrug af naturen.",1311.0,male
46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"hvis george bush vinder valget, vil amerikanske spindoktorer formentlig pege tilbage på swift boat-reklamen og sige: det var her, at tiltroen til den gamle kanonbådsofficer john kerry fik et skud under vandlinjen, så båden langsomt begyndte at synke.",17985.0,male
47,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"indledningen lyder: ""det var panikken ved udsigt til indkvartering af kosovo-albanere, som drev et flertal af s, sf og dansk folkeparti til på et hastemøde mandag morgen klokken syv at købe hele avedøre kaserne af staten for 60 millioner kroner"".",26264.0,female
48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0," psykiatriområdet er gennemsyret af historiske fordomme om at sindslidende er en særlig farlig gruppe, som samfundet har en særlig ret til at beskytte sig imod",28176.0,male
49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"marihuana og hash er inden for sundhedssystemets optik alt det morfin ikke er, det forhandles i lyssky sammenhænge og bruges til at tilfredsstille simple behov på linje med alkohol. i praksis indtages hash og marihuana ofte med øl og tobak og tilhører derfor også en særlig social kontekst, som er uden for tingenes orden ? det vil sige: ikke en del af det etablerede behandlingssystem. stoffet befinder sig i en kulturelt defineret kategori af ikke-helbredelse og ikke-medicin.",20800.0,male
50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"men skulle det alligevel komme så vidt, kan man i det mindste trøste sig med, at det er en udmærket tekst, der skal stemmes om. og de positive kræfter i europa-debatten må så kridte støvlerne igen, tage en dyb indånding - og forklare, hvorfor krydset bør sættes ved ja. ag",16799.0,female
51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"»når hun får barnet først, ved hun jo ikke, om hun i det hele taget møder en mand bagefter. normalen er jo at du finder manden og derefter får barnet. når du som kvinde vokser op, er det nu en gang sådan, at du prøver at finde manden i dit liv, stifte en familie og blive en samhørighed. at man så kan se nu, at der er flere skilsmisser og forhold på kryds og tværs - enlige eller med flere - det er noget andet. men kernen er jo stadig mor, far og barn. selvfølgelig kan der være problemer i, at man efterhånden gør det på mange andre måder. for det skaber jo et helt andet samfund.« -hvad er det for samfund?",10332.0,male
52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"listens forklaringer bør memoreres, så man reagerer per automatik.",20175.0,male
53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"aktivisterne anerkendte på forhånd, at de var på kant med loven. men de kaldte aktionen »nødvendig og legitim« med henvisning til, at afbrænding af brunkul er en af de største klimabelastninger, og at myndighederne ikke gør nok for at beskytte samfundet mod den. senest har den tyske regering droppet en planlagt afgift på kulkraftværker.",1257.0,male
54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"*island - republik fra 1944, 275.000 indbyggere, med fælles historie med norge og siden med danmark;",24695.0,female
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"det er interessant at se på de fordele og ulemper ved de to skinnesystemer, som nævnes i rapporten, men også de, som ikke inddrages. helt oplagt er byggetid og anlægsomkostninger klart til fordel for letbaner: et fuldt udbygget metrosystem vil tage 30-50 år at bygge sammenlignet med 10-15 år for et letbanesystem til en femtedel af anlægsomkostningerne.",9363.0,male
56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"et interessant aspekt i forbindelse med frygt er, at den - lige som de fleste andre følelser i høj grad er kulturel afhængig. det er ofte særdeles vanskeligt for os at sætte os ind i andre kulturers frygt, som også kommer til udtryk i adfærd og kropssprog. det er værd at huske, hvad enten man befinder sig sammen med internationale forhandlingspartnere eller i den daglige kontakt med kolleger fra andre kulturer på arbejdspladsen",12214.0,male
57,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"jeg synes, at det udfra en etisk og moralsk synsvinkel er fint, at bente sorgenfrey har betalt sin fratrædelsesgodtgørelse tilbage, professionalisme eller ej.",18678.0,male
58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	for os unge var det blevet forår og dermed tid til at vælge en ungdomsuddannelse. jeg var slet ikke i tvivl om, at jeg skulle i gymnasiet. men for mange af dem, der gerne ville have læst videre sammen med mig, blev den forfejlede politiske tilgang til mine kammeraters sociale og faglige problemer på mange måder en stopklods. selv om de begyndte på erhvervsskolen, faldt de fra få måneder senere. en del endte derfor kun med en 9. klasses afgangsprøve og er i dag unge mødre eller ufaglærte arbejdere.",5099.0,female
59,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"vi vil ikke kunne være med til at bestemme renten ved et nej. vi vil heller ikke deltage i møderne i euro11-rådet. det er dybt beklageligt, for her forhandles mange sager af stor betydning for danmark.",24080.0,male
60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ingen entré i kirken,21564.0,male
61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"det at søge hjælp er med andre ord ikke tilknyttet en så stor stigma som tidligere, hvilket gør, at flere tør henvende sig med misbrugsproblemer.",2906.0,male
62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"men det var måske på sin plads at prøve at ændre trenden sådan, at det ikke gjaldt om at rejse længst muligt væk på den mest besynderlige måde, samt at man begyndte at overveje om ikke det var lisså moderne at sidde herhjemme og passe sine små sysler, således at man ikke behøvede føle sig udannet og kedelig bare fordi man ikke havde været på bjergvandring i tibet, på hoved-skrumpeudflugt i amazonas eller på cykel gennem afrika.",23812.0,male
63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"endelig er disse værdier sågar også blevet brugt til at forklare, hvorfor sydkorea endte i finanskrisens suppedas i 1997. ",22126.0,male
64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"de hamas ledere, som nu insisterer på moderation og stempler dem, som bryder våbenhvilen som forrædere, er blevet ofre historiens ironi. det er ikke længe siden, at de selv anvendte samme polariserende sprogbrug til at anklage abbas for at være kollaboratør, da han krævede stop for, hvad han kaldte de ""nyttesløse"" raketangreb.",15306.0,male
65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"men ingen tvivl, forsøget må gøres landsdækkende. det vil gavne såvel individ som samfund. også selv om de fire ressortministre må til lommerne.",23535.0,male
66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"noget-for-noget princippet sejrede i den fundamentale forstand ved dette valg, at det ikke blot indgik som ét ud af flere ideologiske standpunkter i valgkampen. nej, det blev simpelthen det organiserende princip for valgkampen.",17497.0,male
67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"på gader og stræder er information med på en lytter. de sjoveste udsagn viderebringes hver uge i fredagens avis. har du også hørt en sjov eller skæv sætning, som du vil dele med andre, så send en mail til debat@information.dk.",8378.0,male
68,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"folk rundt omkring mig nikker genkendende, mens du, kære læser, nok tænker hvorfor dette har relevans i danmark. udover at være et generelt opråb til alle de unge, som går rundt og tror at fagforeningerne er uncool, at solidaritet er et begreb, der hører fortiden til og at de sagtens kan klare sig selv, er firmaet, som lyabo, patrick og mange andre arbejder for det danske multinationale firma iss.",19486.0,female
69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"jeg lirkede et spørgsmål ind: »hvad sker der dog her i den offentlige forvaltning?« ? »tjae, der er simple og komplekse forklaringer. en simpel forklaringer er, at vi jo har fået en hel hær af konsulenter, der bag ved glitter og reklamer tjener fedt på os. men folk vil jo også bruge mere og mere, så derfor skal der også produceres mere og mere ? og nu er turen for alvor kommet til det offentlige«.",20813.0,male
70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"selv om det er den danske regerings udlændingepolitik, der trækker overskrifter og politiske reaktioner, forsøgte kristian jensen forud for gårsdagens møde at give kritikerne skylden for miseren. udenrigsministeren lod forstå, at det faktisk er de danske eu-parlamentarikere, som i virkeligheden skader danmark. kristian jensen trak ligefrem de moralske linjer tilbage til muhammed-krisen, hvor et hold danske imamer for 10 år siden medvirkede til at gøde jorden for vrede, vold og afbrændte dannebrogsflag i mellemøsten.",637.0,male
71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"så vil den senmoderne, globaliserede tilværelse måske blive mere menneskeværdig. ",16926.0,female
72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"der var 'nogen', der sørgede for, at vi blev født på forsvarlig måde, hvad enten det var på hospital eller hjemme.",24990.0,male
73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"svaret er igen indlysende. men kun, fordi vi allerede ved, at grupper som al-qaeda, islamisk stat, boko haram, taleban osv. ikke adlyder hverken kristendommens, buddhismens, jødedommens eller hinduismens forskrifter.",2045.0,male
74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"videre siger beck: »i den forstand sekulariserer [verdsliggør, red.] kristendommen og bør være et angreb på enhver politik, der gør sig religiøs, såvel som en religion, der gør sig politisk ... lytter man til sin kristentro, vil det også føre til en personlig selvkritik. det vil blandt andet føre til den selvkritiske sans, der fastholder os på ikke at gøre vores kristentro politisk, men derimod fastholder os på at skelne mellem de to størrelser.«",8717.0,male
75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	lad os minde om, at manden, der i denne sag forsynes med mefistos maske, tidligere chefredaktør henrik qvortrup, er forhenværende rådgiver for anders fogh rasmussen og tidligere ansat på berlingskes politiske redaktion. ud over som profileret politisk kommentator på tv 2 fungerer han endnu som censor på journalisthøjskolen, hvor han regnes for rette mand til bedømmelse af journalistisk håndværk, metode og god presseetik.",3934.0,male
76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	i kronikken bragt i information den 24. januar er folketingsmedlem for liberal alliance simon emil ammitzbøll »simpelthen så vred«. ingen skal være i tvivl om, at han »har fået nok nu!« ammitzbøll har set brian sandberg gå på tv og fortælle om rekruttering af unge til rockerklubben hells angels ungdomsafdeling ak81 og til bandidos. han har også hørt nyheder om unge i korsør, som sætter ild til containere og angriber brandvæsenet, når det dukker op. og så er der nogle unge i tilst, som kaster sten mod busser.",4476.0,male
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,de 5 artikler i har brugt mest tid på,6048.0,male
78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,fortsat lavvækst,7047.0,male
79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,i den vestlige verden er den primære begrundelse for at gribe ind i internets indhold: børnene. frygten for pædofile er klart revitaliseret gennem internet.,26920.0,male
80,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"da debatten om euroen naturligvis først og fremmest drejer sig om økonomi, er disse to udtalelser utvivlsomt væsentlige for enhver tvivler.",24117.0,male
81,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"vi lærte gennem vores studier, at de thailandske virksomheder er meget hemmelighedsfulde omkring deres produktion. på spørgsmålet om farverierne kan drage nytte af hinandens erfaringer, svarer en virksomhed, der ikke har implementeret renere teknologi:",23300.0,all female
82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"med denne deres fantastiske påstand, afsløres cain og nikulin i deres enorme uvidenhed om islam. islam tillader ikke mord på uskyldige civile. hitlers forbrydelse er en klar overskridelse af dette islamiske princip, og ingen muslim med respekt for gud kan gøre undtagelser, om det så er jøder, som har besat muslimsk territorium i dag.",22868.0,male
83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"tør vi virkelig stole på, at mad kan fungere i al fremtid i verdens mest anspændte, farlige og fanatiske regioner? kan vi udelukke, at en diktatorgalning på et tidspunkt vil lade sig friste til at teste doktrinen og dermed dømme millionvis af mennesker til døden. ",17844.0,male
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,tristesse,27827.0,male
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"	jeg spørger mig selv, hvordan ministeriet vil være i stand til at udfylde rammerne for fagene efter en ny folkeskolelovs gennemførelse? hvor er de folk, som kan lave vejledende undervisningsplaner?",5944.0,male
86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,for hvad er demokrati egentlig?,11346.0,male
87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"en kunstnerisk død, for hvem er kunstner og hvad er kunst uden publikum?",23451.0,female
88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"det var historien i den ellers seriøse avis politiken den 13. marts sidste år. historien handlede om en kæmpeasteroide på vej mod jorden, med fare for kollision. der gik dog ikke mere end et par dage, så var faren drevet over, da forskerne viste sig at have begået en lillebitte regnefejl, så afstanden mellem jorden og asteroiden blev forøget med godt og vel en halv million kilometer, eller sådan cirka afstanden til månen!",26583.0,male
89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"mest afgørende er det dog, at eu ikke er en én gang for alle territorialt afgrænset størrelse. selv om unionen koordinerer og regulerer de aktiviteter, som finder sted inden for medlemslandenes territoriale grænser, har den ikke noget krav på territorium og er i virkeligheden noget så ejendommeligt som en ekstra-territorial  regeringsinstitution.",17817.0,male
90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"spastisk lammede, talehandicappede, psykisk udviklingshæmmede og andre be-slægtede grupper, for hvem der faktisk er udviklet og eksisterer kommunikationsprogrammer, der gør dem i stand til at kommunikere forståeligt med omverdenen og omvendt, - hvorfor har de ikke alle deres egen pc'er? her er tale om en gruppe mennesker, hvis liv, identitet og værdighed radikalt kan ændres med pc'erens kommunikationsmuligheder. det ville da både være i den handicappedes, i dennes families, i skolens og i de øvrige omgivelser interesse.",26605.0,all male
91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"da vi sad i regering forbød vi nemlig salg af cigaretter til unge under 18 år. det vil altså sige, at det er ikke lovgivningen, der er noget galt med, det er håndhævelsen  og det vil vi gerne løse.",8201.0,all female
92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"det nævnes ikke, at der intet ulovligt er i ?gengangeri? i denne forbindelse, ej heller at der i danmark er tradition for at religiøse eller andre idé-baserede organisationer bidrager til løsningen af vigtige samfundsopgaver, ofte i et samarbejde med ? samt under medfinansiering/kontrol fra ? de offentlige myndigheder.",21316.0,male
93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"den bruxelles-baserede tænketank centre for european policy studies (ceps) har i denne uge udgivet rapporten the environment in european enlargement. dagbladet information fokuserer den 28. juni på, at eu's udvidelse skulle være truende for miljøet.",24482.0,mixed
